instrument,alpha,key,text,label
TCI,0.65,1,Try to avoid complex people.,Femininity
TCI,0.74,-1,Try to avoid complex people.,Romanticism
TCI,0.78,1,Try to do too difficult things.,Impulse-Control
TCI,0.77,-1,Try to do too difficult things.,Self-efficacy
TCI,0.79,1,Try to examine myself objectively.,Empathy
TCI,0.72,-1,Try to examine myself objectively.,Recklessness
TCI,0.8,1,Try to follow the rules.,Rebelliousness
TCI,0.8,-1,Try to follow the rules.,Rebelliousness
TCI,0.72,1,Try to follow the rules.,Tolerance
TCI,0.69,1,Try to follow the rules.,Self-acceptance
TCI,0.66,1,Try to follow the rules.,Morality
TCI,0.86,-1,Try to follow the rules.,Self-disclosure
TCI,0.72,1,Try to fool others.,Recklessness
TCI,0.71,1,Try to forgive and forget.,Conservatism
TCI,0.86,-1,Try to forgive and forget.,Self-disclosure
TCI,0.74,1,Try to forgive and forget.,Romanticism
TCI,0.72,-1,Try to forgive and forget.,Satisfaction
TCI,0.69,-1,Try to forgive and forget.,Self-acceptance
TCI,0.78,-1,Try to forgive and forget.,Harm-Avoidance
TCI,0.69,-1,Try to forgive and forget.,Self-acceptance
TCI,0.78,1,Try to have fun in all kinds of situations.,Industriousness/Perseverance/Persistence
TCI,0.86,1,Try to have good reasons for my important decisions.,Self-disclosure
TCI,0.85,1,Try to identify the reasons for my actions.,Extravagance
TCI,0.66,1,Try to impress others.,Morality
TCI,0.85,1,Try to impress others.,Initiative
TCI,0.8,-1,Try to impress others.,Rebelliousness
TCI,0.72,-1,Try to impress others.,Satisfaction
TCI,0.78,1,Try to lead others.,Achievement-striving
TCI,0.72,-1,Try to lead others.,Recklessness
TCI,0.78,-1,Try to lead others.,Harm-Avoidance
TCI,0.69,1,Try to maintain a pleasant atmosphere.,Self-acceptance
TCI,0.79,1,Try to make my group members happy.,Empathy
TCI,0.86,1,Try to make sure everyone in a group feels included.,Self-disclosure
TCI,0.86,-1,Try to outdo others.,Social-discomfort
TCI,0.72,-1,Try to outdo others.,Recklessness
TCI,0.65,-1,Try to outdo others.,Femininity
TCI,0.8,-1,Try to outdo others.,Rebelliousness
TCI,0.66,-1,Try to please everyone.,Morality
TCI,0.72,1,Try to respond with understanding when someone treats me badly.,Compassion
TCI,0.78,1,Try to stay in touch with myself.,Achievement-striving
TCI,0.73,1,Try to stay in touch with myself.,Trust
TCI,0.78,1,Try to stay inside when the weather is bad.,Achievement-striving
TCI,0.67,1,Try to surpass others' accomplishments.,Conformity/Dependence/Need for approval
TCI,0.65,1,Try to surpass others' accomplishments.,Femininity
TCI,0.78,1,Try to surpass others' accomplishments.,Achievement-striving
TCI,0.69,-1,Try to surpass others' accomplishments.,Self-acceptance
TCI,0.8,1,Try to tease my friends out of their gloomy moods.,Rebelliousness
TCI,0.83,-1,Try to understand myself.,Resourcefulness
TCI,0.78,1,Try to understand myself.,Achievement-striving
TCI,0.78,1,Try to understand myself.,Achievement-striving
TCI,0.78,-1,Turn my back on others.,Impulse-Control
TCI,0.78,-1,Turn my back on others.,Harm-Avoidance
TCI,0.72,-1,Turn plans into actions.,Satisfaction
TCI,0.71,1,Turn plans into actions.,Hope/Optimism
TCI,0.8,-1,Understand people who think differently.,Rebelliousness
TCI,0.78,1,Understand people who think differently.,Harm-Avoidance
TCI,0.78,1,Understand the reasons when I feel very excited or happy.,Harm-Avoidance
VIA,0.73,0,Undertake few things on my own.,Prudence
VIA,0.7,1,Undertake few things on my own.,Equity/Fairness
VIA,0.76,1,Use difficult words.,Forgiveness/Mercy
VIA,0.75,1,Use difficult words.,Bravery/Courage/Valor
VIA,0.8,1,Use flattery to get ahead.,Judgment/Open-mindedness
VIA,0.81,1,Use flattery to get ahead.,Industriousness/Perseverance/Persistence
VIA,0.7,1,Use flattery to get ahead.,Equity/Fairness
VIA,0.81,1,Use flattery to get ahead.,Industriousness/Perseverance/Persistence
VIA,0.75,1,Use flattery to get ahead.,Self-control/Self-regulation
VIA,0.91,1,Use flattery to get ahead.,Spirituality/Religiousness
VIA,0.77,1,Use laughter to brighten the days of others.,Love of Learning
VIA,0.85,1,Use magic to ward off bad thoughts about me.,Creativity/Originality
VIA,0.76,1,Use my brain.,Social/Personal/Emotional Intelligence
VIA,0.78,1,Use my brain.,Curiosity
VIA,0.79,1,Use my looks to get what I want.,Gratitude
VIA,0.78,0,Use others for my own ends.,Teamwork/Citizenship
VIA,0.85,1,Use swear words.,Creativity/Originality
VIA,0.7,1,Use swear words.,Equity/Fairness
VIA,0.75,1,Use swear words.,Wisdom/Perspective
VIA,0.78,0,Use swear words.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Used a computer for social networking.,Curiosity
VIA,0.78,1,Used a computer.,Leadership
VIA,0.76,1,Used an exercise machine.,Social/Personal/Emotional Intelligence
VIA,0.72,-1,Used an mp3 player or Ipod.,Honesty/Integrity/Authenticity
VIA,0.7,1,Used both sides of a piece of paper before discarding it.,Modesty/Humility
VIA,0.77,1,Used eBay to buy or sell something.,Aesthetic Appreciation/Artistic Interests
VIA,0.78,1,Used instant messaging to chat online.,Curiosity
VIA,0.72,1,Used public transportation.,Kindness/Generosity
VIA,0.78,-1,Usually believe that my friends will abandon me.,Curiosity
VIA,0.73,-1,Usually end up laughing if the people around me are laughing.,Hope/Optimism
VIA,0.85,-1,Usually like to spend my free time with people.,Creativity/Originality
VIA,0.84,-1,Value cooperation over competition.,Humor/Playfulness
VIA,0.75,-1,Value cooperation over competition.,Wisdom/Perspective
VIA,0.78,-1,Value cooperation over competition.,Leadership
VIA,0.78,-1,Visited a museum.,Leadership
VIA,0.78,-1,Visited a public library.,Teamwork/Citizenship
VIA,0.84,-1,Visited an art exhibition.,Humor/Playfulness
VIA,0.75,-1,Volunteered for a club or organization.,Self-control/Self-regulation
VIA,0.72,-1,Wait for my turn.,Kindness/Generosity
VIA,0.7,1,Wait for others to lead the way.,Modesty/Humility
VIA,0.77,0,Wait for others to lead the way.,Aesthetic Appreciation/Artistic Interests
VIA,0.75,-1,Wait for others to lead the way.,Wisdom/Perspective
VIA,0.76,0,Wait for others to lead the way.,Social/Personal/Emotional Intelligence
VIA,0.7,1,Wait for others to lead the way.,Capacity for Love
VIA,0.77,1,Walked on a beach.,Love of Learning
VIA,0.72,0,Walked or rode a bicycle to work.,Honesty/Integrity/Authenticity
VIA,0.78,1,Want every detail taken care of.,Leadership
VIA,0.72,0,Want every detail taken care of.,Honesty/Integrity/Authenticity
VIA,0.72,1,Want everything to add up perfectly.,Honesty/Integrity/Authenticity
VIA,0.72,1,Want everything to add up perfectly.,Honesty/Integrity/Authenticity
VIA,0.76,0,Want everything to add up perfectly.,Forgiveness/Mercy
VIA,0.8,1,Want everything to add up perfectly.,Judgment/Open-mindedness
VIA,0.8,1,Want everything to be just right.,Judgment/Open-mindedness
VIA,0.76,0,Want everything to be just right.,Social/Personal/Emotional Intelligence
VIA,0.91,1,Want everything to be just right.,Spirituality/Religiousness
VIA,0.7,1,Want everything to be just right.,Capacity for Love
VIA,0.77,1,Want everything to be just right.,Aesthetic Appreciation/Artistic Interests
VIA,0.73,1,Want everything to be just right.,Prudence
VIA,0.75,-1,Want things done my way.,Bravery/Courage/Valor
VIA,0.75,-1,Want things to proceed according to plan.,Bravery/Courage/Valor
VIA,0.78,1,Want things to proceed according to plan.,Vitality/Enthusiasm/Zest
VIA,0.73,-1,Want to amount to something special in others' eyes.,Prudence
VIA,0.91,1,Want to amount to something special in others' eyes.,Spirituality/Religiousness
VIA,0.73,1,Want to amount to something special in others' eyes.,Prudence
VIA,0.91,1,Want to be different from others.,Spirituality/Religiousness
VIA,0.7,1,Want to be in charge.,Equity/Fairness
VIA,0.7,1,Want to be in charge.,Equity/Fairness
VIA,0.72,1,Want to be in charge.,Honesty/Integrity/Authenticity
VIA,0.76,1,Want to be in charge.,Forgiveness/Mercy
VIA,0.78,0,Want to be in charge.,Leadership
VIA,0.84,0,Want to be in charge.,Humor/Playfulness
VIA,0.7,1,Want to be in charge.,Modesty/Humility
VIA,0.78,0,Want to be left alone.,Leadership
VIA,0.75,1,Want to be left alone.,Bravery/Courage/Valor
VIA,0.72,1,Want to be left alone.,Kindness/Generosity
VIA,0.75,1,Want to be left alone.,Self-control/Self-regulation
VIA,0.72,1,Want to be liked.,Honesty/Integrity/Authenticity
VIA,0.77,1,Want to be liked.,Aesthetic Appreciation/Artistic Interests
VIA,0.73,0,Want to be the very best.,Hope/Optimism
VIA,0.75,0,Want to be told I am right.,Self-control/Self-regulation
VIA,0.7,1,Want to be told I am right.,Capacity for Love
VIA,0.75,1,Want to control the conversation.,Bravery/Courage/Valor
VIA,0.78,1,Want to control the conversation.,Curiosity
VIA,0.73,1,Want to form my own opinions.,Hope/Optimism
VIA,0.78,1,Want to have the last word.,Vitality/Enthusiasm/Zest
VIA,0.75,1,Want to increase my knowledge.,Self-control/Self-regulation
VIA,0.75,-1,Want to increase my knowledge.,Self-control/Self-regulation
VIA,0.78,1,Want to increase my knowledge.,Vitality/Enthusiasm/Zest
VIA,0.73,1,Want to know the reasons why.,Prudence
VIA,0.85,1,Want to know the reasons why.,Creativity/Originality
VIA,0.75,1,Want to mean something to others.,Wisdom/Perspective
VIA,0.77,1,Want to please others.,Love of Learning
VIA,0.7,0,Want to prove myself.,Capacity for Love
VIA,0.77,1,Want to see things for myself.,Aesthetic Appreciation/Artistic Interests
VIA,0.75,-1,Want to see things for myself.,Self-control/Self-regulation
VIA,0.91,-1,Warm up quickly to others.,Spirituality/Religiousness
VIA,0.7,-1,Warm up quickly to others.,Capacity for Love
VIA,0.75,-1,Warm up quickly to others.,Self-control/Self-regulation
VIA,0.76,-1,Warm up quickly to others.,Forgiveness/Mercy
VIA,0.84,-1,Was approached by someone I didn't know who called me by another name or who insisted that he or she had met me before.,Humor/Playfulness
VIA,0.77,-1,Was bothered by things that usually don't bother me.,Love of Learning
VIA,0.91,-1,Was down in the dumps.,Spirituality/Religiousness
VIA,0.79,-1,Was listening to someone talk and suddenly realized I did not hear part or all of what was said.,Gratitude
VIA,0.75,-1,Was told that I sometimes do not recognize a friend or family member.,Bravery/Courage/Valor
VIA,0.81,-1,Wash my hands more often than is necessary.,Industriousness/Perseverance/Persistence
VIA,0.7,1,Washed dishes.,Modesty/Humility
VIA,0.78,1,Waste my time.,Vitality/Enthusiasm/Zest
VIA,0.7,1,Waste my time.,Modesty/Humility
VIA,0.7,1,Waste my time.,Modesty/Humility
VIA,0.81,-1,Waste my time.,Industriousness/Perseverance/Persistence
VIA,0.81,1,Waste my time.,Industriousness/Perseverance/Persistence
VIA,0.78,-1,Waste my time.,Vitality/Enthusiasm/Zest
VIA,0.75,1,Watched a televised sports event.,Bravery/Courage/Valor
VIA,0.76,-1,Watched a television reality show.,Social/Personal/Emotional Intelligence
VIA,0.77,-1,Watched a television soap opera.,Love of Learning
VIA,0.79,0,Watched a television talk show.,Gratitude
VIA,0.78,1,Watched an educational channel on TV.,Teamwork/Citizenship
VIA,0.85,-1,Watched television news.,Creativity/Originality
VIA,0.81,1,Watched television.,Industriousness/Perseverance/Persistence
VIA,0.77,-1,Watched too much television.,Love of Learning
VIA,0.75,-1,Wear my heart on my sleeve.,Bravery/Courage/Valor
VIA,0.78,0,Weigh the pros against the cons.,Teamwork/Citizenship
VIA,0.8,-1,Weigh the pro's and the con's.,Judgment/Open-mindedness
VIA,0.8,-1,Went backpacking or camping.,Judgment/Open-mindedness
VIA,0.8,0,Went boating or rafting.,Judgment/Open-mindedness
VIA,0.78,-1,Went dancing.,Teamwork/Citizenship
VIA,0.76,1,Went fishing or hunting.,Forgiveness/Mercy
VIA,0.78,-1,Went on a cruise or tour.,Vitality/Enthusiasm/Zest
VIA,0.78,1,Went on a date.,Teamwork/Citizenship
VIA,0.73,-1,Went on a hike.,Hope/Optimism
VIA,0.77,1,Went on a picnic.,Aesthetic Appreciation/Artistic Interests
VIA,0.79,1,Went on a trip by myself.,Gratitude
VIA,0.77,-1,Went running or jogging.,Aesthetic Appreciation/Artistic Interests
VIA,0.79,1,Went sightseeing.,Gratitude
VIA,0.78,1,Went swimming.,Teamwork/Citizenship
VIA,0.7,-1,Went to a casino.,Capacity for Love
VIA,0.77,1,Went to a concert or theater alone.,Aesthetic Appreciation/Artistic Interests
VIA,0.7,0,Went to a large party.,Equity/Fairness
VIA,0.72,-1,Went to a small party.,Honesty/Integrity/Authenticity
VIA,0.79,1,Went to the movies alone.,Gratitude
VIA,0.75,0,Often bothered by at least one in group interactions.,Self-control/Self-regulation
VIA,0.7,0,Will agree to anything.,Modesty/Humility
VIA,0.79,-1,Will do anything for others.,Gratitude
VIA,0.78,-1,Will do anything for others.,Curiosity
VIA,0.78,1,Will not probe deeply into a subject.,Curiosity
VIA,0.81,1,Will not probe deeply into a subject.,Industriousness/Perseverance/Persistence
VIA,0.73,1,Will not probe deeply into a subject.,Prudence
VIA,0.75,1,Will spread false rumors as a way to hurt others.,Self-control/Self-regulation
VIA,0.76,1,Will succeed with the goals I set for myself.,Social/Personal/Emotional Intelligence
VIA,0.72,1,Willing to try anything once.,Kindness/Generosity
VIA,0.79,0,Willing to try anything once.,Gratitude
VIA,0.72,-1,Willing to try anything once.,Kindness/Generosity
VIA,0.76,0,Wish I could more easily show my negative feelings.,Social/Personal/Emotional Intelligence
VIA,0.7,1,Wish to stay young forever.,Equity/Fairness
VIA,0.75,-1,Withhold information from others.,Self-control/Self-regulation
VIA,0.81,-1,Withhold information from others.,Industriousness/Perseverance/Persistence
VIA,0.77,1,Won't take the blame for something that's not my fault.,Love of Learning
VIA,0.72,1,Wore formal clothing.,Kindness/Generosity
VIA,0.76,1,Work according to a routine.,Forgiveness/Mercy
VIA,0.75,1,Work best when I am alone.,Wisdom/Perspective
VIA,0.84,1,Work hard.,Humor/Playfulness
VIA,0.75,1,Work hard.,Wisdom/Perspective
VIA,0.75,1,Work hard.,Wisdom/Perspective
VIA,0.85,1,Work longer hours than most people.,Creativity/Originality
VIA,0.75,1,Work on improving myself.,Wisdom/Perspective
VIA,0.77,1,Work on improving myself.,Aesthetic Appreciation/Artistic Interests
VIA,0.79,1,Work so hard that my relationships have suffered.,Gratitude
VIA,0.7,-1,Work too much.,Capacity for Love
VIA,0.78,-1,Work too much.,Leadership
VIA,0.78,-1,Work with tools and machinery,Curiosity
VIA,0.73,1,Worked on a jigsaw puzzle.,Prudence
VIA,0.75,0,Worked on a retirement plan.,Wisdom/Perspective
VIA,0.73,-1,Worked on a scrap book.,Hope/Optimism
VIA,0.85,-1,Worked on my collection.,Creativity/Originality
VIA,0.75,1,Worry a lot about catching a serious illness.,Self-control/Self-regulation
VIA,0.77,0,Worry about my health.,Aesthetic Appreciation/Artistic Interests
VIA,0.75,0,Worry about things.,Bravery/Courage/Valor
VIA,0.85,0,Worry about things.,Creativity/Originality
VIA,0.91,1,Worry about things.,Spirituality/Religiousness
VIA,0.75,1,Worry about things.,Bravery/Courage/Valor
VIA,0.76,1,Worry about things.,Social/Personal/Emotional Intelligence
VIA,0.72,1,Worry about what people think of me.,Kindness/Generosity
VIA,0.76,-1,Worry about what people think of me.,Forgiveness/Mercy
VIA,0.91,1,Worry about what people think of me.,Spirituality/Religiousness
VIA,0.72,1,Worry about what people think of me.,Honesty/Integrity/Authenticity
VIA,0.84,1,Worry about what people think of me.,Humor/Playfulness
VIA,0.73,1,Worry about what people think of me.,Prudence
VIA,0.78,-1,Would be afraid to give a speech in public.,Teamwork/Citizenship
VIA,0.7,0,Would be good at rescuing people from a burning building.,Equity/Fairness
VIA,0.7,1,Would be good at rescuing people from a burning building.,Capacity for Love
VIA,0.91,1,Would be nervous playing the clown in front of other people.,Spirituality/Religiousness
VIA,0.73,0,Would be upset if I saw an injured animal.,Prudence
VIA,0.91,0,Would describe my experiences as somewhat dull.,Spirituality/Religiousness
VIA,0.7,1,Would describe my experiences as somewhat dull.,Capacity for Love
VIA,0.7,1,Would describe my experiences as somewhat dull.,Capacity for Love
VIA,0.76,1,Would describe my experiences as somewhat dull.,Social/Personal/Emotional Intelligence
VIA,0.76,1,Would describe myself as a normal person.,Social/Personal/Emotional Intelligence
VIA,0.76,1,Would do anything to get an adrenaline rush.,Forgiveness/Mercy
VIA,0.75,-1,Would enjoy being out on a sailboat during a storm.,Self-control/Self-regulation
VIA,0.72,-1,Would enjoy campaigning for political office.,Honesty/Integrity/Authenticity
VIA,0.73,0,Would fear walking in a high-crime part of a city.,Prudence
VIA,0.72,-1,Would fear walking in a high-crime part of a city.,Honesty/Integrity/Authenticity
VIA,0.7,-1,Would feel very badly for a long time if I were to steal from someone.,Modesty/Humility
VIA,0.7,-1,Would hate to be considered odd or strange.,Modesty/Humility
VIA,0.85,1,Would like to have more power than other people.,Creativity/Originality
VIA,0.78,1,Would like to live for awhile in a different country.,Vitality/Enthusiasm/Zest
VIA,0.77,1,Would like to try bungee jumping.,Love of Learning
VIA,0.73,1,Would love to explore strange places.,Hope/Optimism
VIA,0.78,0,Would love to explore strange places.,Teamwork/Citizenship
VIA,0.75,-1,Would make a good actor.,Wisdom/Perspective
VIA,0.78,1,Would make a good actor.,Curiosity
VIA,0.72,1,Would make a good night-club comedian.,Kindness/Generosity
VIA,0.72,1,Would never be described as arrogant.,Kindness/Generosity
VIA,0.78,1,Would never cheat on my taxes.,Vitality/Enthusiasm/Zest
VIA,0.73,1,Would never cheat on my taxes.,Prudence
VIA,0.81,0,Would never cheat on my taxes.,Industriousness/Perseverance/Persistence
VIA,0.8,1,Would never cheat on my taxes.,Judgment/Open-mindedness
VIA,0.78,0,Would never cheat on my taxes.,Teamwork/Citizenship
VIA,0.76,1,Would never cheat on my taxes.,Forgiveness/Mercy
